table_name,field_name,family,applicability,league_id,league_name,season,applicable_records,non_null_records,non_null_rate_pct,blank_string_records,zero_records,covered_matches,total_matches_in_partition,match_coverage_rate_pct,vs_benchmark_epl_same_season_delta_pct,vs_prev_season_same_league_delta_pct,first_season_seen,last_season_seen,all_null_flag,all_zero_flag,status
fact_match_events,event_type,standard_match,REQUIRED,87,LaLiga,2025/2026,8024,8024,100.0,0,0,380,380,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2020/2021,737,737,100.0,0,0,380,380,100.0,,,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2021/2022,746,746,100.0,0,0,380,380,100.0,,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2022/2023,750,750,100.0,0,0,380,380,100.0,,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2023/2024,755,755,100.0,0,0,380,380,100.0,,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2024/2025,749,749,100.0,0,0,380,380,100.0,,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,47,EPL,2025/2026,748,748,100.0,0,0,379,379,100.0,,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2020/2021,632,632,100.0,0,0,377,377,100.0,0.0,,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2021/2022,672,672,100.0,0,0,380,380,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2022/2023,672,672,100.0,0,0,376,376,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2023/2024,594,594,100.0,0,0,306,306,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2024/2025,597,597,100.0,0,0,305,305,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,53,Ligue1,2025/2026,589,589,100.0,0,0,303,303,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2020/2021,493,493,100.0,0,0,293,293,100.0,0.0,,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2021/2022,512,512,100.0,0,0,296,296,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2022/2023,551,551,100.0,0,0,302,302,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2023/2024,599,599,100.0,0,0,306,306,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2024/2025,588,588,100.0,0,0,305,305,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,54,Bundesliga,2025/2026,594,594,100.0,0,0,305,305,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2020/2021,641,641,100.0,0,0,377,377,100.0,0.0,,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2021/2022,649,649,100.0,0,0,375,375,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2022/2023,691,691,100.0,0,0,378,378,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2023/2024,712,712,100.0,0,0,379,379,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2024/2025,723,723,100.0,0,0,379,379,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,55,SerieA,2025/2026,748,748,100.0,0,0,380,380,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2020/2021,628,628,100.0,0,0,377,377,100.0,0.0,,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2021/2022,690,690,100.0,0,0,379,379,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2022/2023,709,709,100.0,0,0,380,380,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2023/2024,721,721,100.0,0,0,379,379,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2024/2025,725,725,100.0,0,0,380,380,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,minutes_added,standard_match,CONDITIONAL,87,LaLiga,2025/2026,725,725,100.0,0,0,379,379,100.0,0.0,0.0,2020/2021,2025/2026,False,False,OK
fact_match_events,overload_time,standard_match,CONDITIONAL,47,EPL,2020/2021,737,0,0.0,0,0,0,380,0.0,,,2020/2021,2025/2026,True,False,OK
fact_match_events,overload_time,standard_match,CONDITIONAL,47,EPL,2021/2022,746,0,0.0,0,0,0,380,0.0,,0.0,2020/2021,2025/2026,True,False,OK
